,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
21,frozenset({'NoPromo'}),frozenset({'4+'}),0.57,0.3751282051282051,0.21487179487179486,0.3769680611785875,1.0049046060126394,1.0,0.0010487179487179699,1.0029530685920578,0.011350391297108514,0.2942415730337079,0.002944373654694844,0.47488184330289596
22,frozenset({'NoSubscr'}),frozenset({'4+'}),0.73,0.3751282051282051,0.2733333333333333,0.3744292237442922,0.9981366866730962,1.0,-0.0005102564102564267,0.9988826501965188,-0.006866567751285546,0.32860665844636244,-0.00111859967060331,0.5515345025078262
23,frozenset({'4+'}),frozenset({'NoSubscr'}),0.3751282051282051,0.73,0.2733333333333333,0.7286397812713602,0.9981366866730962,1.0,-0.0005102564102564267,0.9949874055415617,-0.002978581157605456,0.32860665844636244,-0.00503784714311031,0.5515345025078262
24,frozenset({'40-59'}),frozenset({'Male'}),0.3871794871794872,0.68,0.26076923076923075,0.6735099337748344,0.9904557849629917,1.0,-0.002512820512820535,0.980121703853955,-0.015480891913239092,0.32337042925278214,-0.020281456953642755,0.528497048335381
25,frozenset({'Male'}),frozenset({'40-59'}),0.68,0.3871794871794872,0.26076923076923075,0.38348416289592757,0.9904557849629917,1.0,-0.002512820512820535,0.9940061162079511,-0.029232788450065873,0.32337042925278214,-0.006030027073591011,0.528497048335381
26,frozenset({'NoDisco'}),frozenset({'40-59'}),0.57,0.3871794871794872,0.2246153846153846,0.3940620782726046,1.0177762286510978,1.0,0.003923076923076918,1.011358574610245,0.04061803122013374,0.30661533076653835,0.011231006386258511,0.4870972643018652
27,frozenset({'40-59'}),frozenset({'NoDisco'}),0.3871794871794872,0.57,0.2246153846153846,0.5801324503311258,1.017776228651098,1.0,0.003923076923076918,1.0241324921135648,0.028500601822662883,0.30661533076653835,0.02356383797936247,0.4870972643018652
28,frozenset({'40-59'}),frozenset({'NoPromo'}),0.3871794871794872,0.57,0.2246153846153846,0.5801324503311258,1.017776228651098,1.0,0.003923076923076918,1.0241324921135648,0.028500601822662883,0.30661533076653835,0.02356383797936247,0.4870972643018652
29,frozenset({'NoPromo'}),frozenset({'40-59'}),0.57,0.3871794871794872,0.2246153846153846,0.3940620782726046,1.0177762286510978,1.0,0.003923076923076918,1.011358574610245,0.04061803122013374,0.30661533076653835,0.011231006386258511,0.4870972643018652
30,frozenset({'NoSubscr'}),frozenset({'40-59'}),0.73,0.3871794871794872,0.27974358974358976,0.3832103969090271,0.9897487072484805,1.0,-0.002897435897435907,0.9935649202733485,-0.03694379965344766,0.33404776484996945,-0.0064767581819223504,0.552863476600209
31,frozenset({'40-59'}),frozenset({'NoSubscr'}),0.3871794871794872,0.73,0.27974358974358976,0.7225165562913908,0.9897487072484805,1.0,-0.002897435897435907,0.9730310262529835,-0.016620404592013815,0.33404776484996945,-0.02771645818003409,0.552863476600209
32,frozenset({'Accessories'}),frozenset({'Male'}),0.31794871794871793,0.68,0.21743589743589745,0.6838709677419356,1.0056925996204935,1.0,0.0012307692307692297,1.0122448979591838,0.008299049510568868,0.278580814717477,0.012096774193548489,0.5018148202208923
33,frozenset({'Accessories'}),frozenset({'NoSubscr'}),0.31794871794871793,0.73,0.2323076923076923,0.7306451612903226,1.0008837825894832,1.0,0.00020512820512821883,1.0023952095808386,0.0012946272967187043,0.28481609556743165,0.0023894862604542963,0.524437438390156
34,frozenset({'Bank Transfer'}),frozenset({'NoSubscr'}),0.2925641025641026,0.73,0.21666666666666667,0.740578439964943,1.014491013650607,1.0,0.0030948717948717785,1.040777027027027,0.02019126216299094,0.2688514158447343,0.0391794072775667,0.5186910464664898
35,frozenset({'Cash'}),frozenset({'Male'}),0.3071794871794872,0.68,0.21051282051282053,0.6853088480801336,1.007807129529608,1.0,0.0016307692307692412,1.0168700265251989,0.01118132370932893,0.27104655001650707,0.016590150250417327,0.4974432626524348
36,frozenset({'Cash'}),frozenset({'NoSubscr'}),0.3071794871794872,0.73,0.22435897435897437,0.7303839732888148,1.0005259908065955,1.0,0.00011794871794873485,1.0014241486068114,0.0007588030030666203,0.27602523659306,0.0014221232919066195,0.5188625170272665
37,frozenset({'Clothing'}),frozenset({'Male'}),0.4453846153846154,0.68,0.3028205128205128,0.6799078871617732,0.999864539943784,1.0,-4.102564102564932e-05,0.9997122302158272,-0.00024421486681488867,0.36814214463840395,-0.0002878526194589199,0.5626160853606754
38,frozenset({'Male'}),frozenset({'Clothing'}),0.68,0.4453846153846154,0.3028205128205128,0.44532428355957765,0.999864539943784,1.0,-4.102564102564932e-05,0.9998912304554725,-0.00042319085907752943,0.36814214463840395,-0.00010878137662836088,0.5626160853606754
39,frozenset({'NoDisco'}),frozenset({'Clothing'}),0.57,0.4453846153846154,0.25794871794871793,0.4525416104363473,1.0160692462301406,1.0,0.004079487179487196,1.0130731306491374,0.03677932405566615,0.3405551794177386,0.01290442935818511,0.5158505403937638
